[2025-11-13T23:02:01.271Z] [INFO] === CareerCompassi Enhancement Script Started ===
[2025-11-13T23:02:01.285Z] [INFO] Processing: /Users/yasiinali/careercompassi/data/careers-fi.ts
[2025-11-13T23:02:01.287Z] [INFO] File read successfully: 1036674 characters
[2025-11-13T23:02:01.289Z] [INFO] Backup created: /Users/yasiinali/careercompassi/data/careers-fi.backup.ts
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: elainlaakari
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: farmaseutti
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: farmaseutti
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: röntgenhoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: röntgenhoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: laboratoriohoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: laboratoriohoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: lähihoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: lähihoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: ensihoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: ensihoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: kätilö
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: kätilö
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: mielenterveyshoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: mielenterveyshoitaja
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: mainostoimiston-art-director
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: mainostoimiston-art-director
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: äänisuunnittelija
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: äänisuunnittelija
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: koreografi
[2025-11-13T23:02:01.308Z] [INFO] Enhanced employers for: koreografi
[2025-11-13T23:02:01.308Z] [INFO] Enhanced impact for: kuvataiteilija
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: kuvataiteilija
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: näyttelijä
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: näyttelijä
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: valosuunnittelija
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: valosuunnittelija
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: käsikirjoittaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: käsikirjoittaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: tuottaja-media
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: tuottaja-media
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: leikkausartisti
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: leikkausartisti
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: dokumentaristi
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: dokumentaristi
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: podcast-tuottaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: podcast-tuottaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: lavastaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: lavastaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: ympäristötarkastaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: ympäristötarkastaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: vesiensuojeluasiantuntija
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: vesiensuojeluasiantuntija
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: jätehuoltoasiantuntija
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: jätehuoltoasiantuntija
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: metsänhoitaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: metsänhoitaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: toimitusjohtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: toimitusjohtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: talousjohtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: talousjohtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: teknologiajohtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: teknologiajohtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: operatiivinen-johtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: operatiivinen-johtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: liiketoimintajohtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: liiketoimintajohtaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: kirvesmies
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: kirvesmies
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: maanrakennuskoneen-kuljettaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: maanrakennuskoneen-kuljettaja
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: tapahtumajärjestäjä
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: tapahtumajärjestäjä
[2025-11-13T23:02:01.309Z] [INFO] Enhanced impact for: tilauspalvelukoordinaattori
[2025-11-13T23:02:01.309Z] [INFO] Enhanced employers for: tilauspalvelukoordinaattori
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: devops-insinööri
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: devops-insinööri
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: automekaanikko
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: automekaanikko
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: ohjelmistotestaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: ohjelmistotestaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: ux-suunnittelija
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: ux-suunnittelija
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: cloud-arkkitehti
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: cloud-arkkitehti
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: asiakkuusvastaava
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: asiakkuusvastaava
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: sosiaaliohjaaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: sosiaaliohjaaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: terveydenhoitaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: terveydenhoitaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: dialyysihoitaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: dialyysihoitaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: varhaiskasvatuksen-erityisopettaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: varhaiskasvatuksen-erityisopettaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: ui-suunnittelija
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: ui-suunnittelija
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: tietoturvaanalyytikko
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: tietoturvaanalyytikko
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: tietokoneasentaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced employers for: tietokoneasentaja
[2025-11-13T23:02:01.310Z] [INFO] Enhanced impact for: optometristi
[2025-11-13T23:02:01.311Z] [INFO] Enhanced employers for: optometristi
[2025-11-13T23:02:01.311Z] [INFO] Enhanced impact for: ravitsemusterapeutti
[2025-11-13T23:02:01.311Z] [INFO] Enhanced employers for: ravitsemusterapeutti
[2025-11-13T23:02:01.311Z] [INFO] Enhanced impact for: putkityömies
[2025-11-13T23:02:01.311Z] [INFO] Enhanced employers for: putkityömies
[2025-11-13T23:02:01.311Z] [INFO] Enhanced impact for: automaatioteknikko
[2025-11-13T23:02:01.311Z] [INFO] Enhanced employers for: automaatioteknikko
[2025-11-13T23:02:01.311Z] [INFO] Enhanced impact for: kiertotalousasiantuntija
[2025-11-13T23:02:01.311Z] [INFO] Enhanced employers for: kiertotalousasiantuntija
[2025-11-13T23:02:01.311Z] [INFO] Enhanced impact for: ympäristövalvonta
[2025-11-13T23:02:01.311Z] [INFO] Enhanced employers for: ympäristövalvonta
[2025-11-13T23:02:01.311Z] [INFO] Enhanced impact for: videonmuokkaaja
[2025-11-13T23:02:01.311Z] [INFO] Enhanced employers for: videonmuokkaaja
[2025-11-13T23:02:01.311Z] [INFO] Enhanced impact for: tuotantokoordinaattori
[2025-11-13T23:02:01.311Z] [INFO] Enhanced employers for: tuotantokoordinaattori
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: tarjoilija
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: tarjoilija
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: kokki
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: kokki
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: oppilashuoltaja
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: oppilashuoltaja
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: hitsaaja
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: hitsaaja
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: it-tukihenkilö
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: it-tukihenkilö
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: puheterapeutti
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: puheterapeutti
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: audiologi
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: audiologi
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: oppilashuoltotyöntekijä
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: oppilashuoltotyöntekijä
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: suuhygienisti
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: suuhygienisti
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: kotipalvelutyöntekijä
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: kotipalvelutyöntekijä
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: full-stack-kehittäjä
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: full-stack-kehittäjä
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: sosiaalisen-median-asiantuntija
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: sosiaalisen-median-asiantuntija
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: urheiluvalmentaja
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: urheiluvalmentaja
[2025-11-13T23:02:01.314Z] [INFO] Enhanced impact for: lämpötekniikka-asentaja
[2025-11-13T23:02:01.314Z] [INFO] Enhanced employers for: lämpötekniikka-asentaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: ilmastoneuvonantaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: ilmastoneuvonantaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: aikuiskouluttaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: aikuiskouluttaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: myyntityöntekijä
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: myyntityöntekijä
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: reseptionisti
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: reseptionisti
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: verkkosivustonhallintaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: verkkosivustonhallintaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: vaihtoehtoinen-energia-insinööri
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: vaihtoehtoinen-energia-insinööri
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: rakennustyönjohtaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: rakennustyönjohtaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: aineenopettaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: aineenopettaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: livestream-tuottaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: livestream-tuottaja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: hieroja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: hieroja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: ääniteknikko
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: ääniteknikko
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: asiakaspalveluvastaava
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: asiakaspalveluvastaava
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: palvelumuotoilija
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: palvelumuotoilija
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: lattiasuunnittelija
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: lattiasuunnittelija
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: rakennusmateriaalimyyja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: rakennusmateriaalimyyja
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: rautakauppias
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: rautakauppias
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: biokaasuteknikko
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: biokaasuteknikko
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: ymparisto-ohjelmoija
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: ymparisto-ohjelmoija
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: kuvausassistentti
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: kuvausassistentti
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: baarimikko
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: baarimikko
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: aktuaari
[2025-11-13T23:02:01.315Z] [INFO] Enhanced employers for: aktuaari
[2025-11-13T23:02:01.315Z] [INFO] Enhanced impact for: arkkitehti
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: arkkitehti
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: erikoislaakari
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: erikoislaakari
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: erityispedagogi
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: erityispedagogi
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: etiikan-asiantuntija
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: etiikan-asiantuntija
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: filosofi
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: filosofi
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: historioitsija
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: historioitsija
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: insinoori
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: insinoori
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: it-tukihenkilo
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: it-tukihenkilo
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: journalisti
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: journalisti
[2025-11-13T23:02:01.316Z] [INFO] Enhanced impact for: kemiisti
[2025-11-13T23:02:01.316Z] [INFO] Enhanced employers for: kemiisti
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: kirjanpitaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: kirjanpitaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: konetekniikan-insinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: konetekniikan-insinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: koulupsykologi
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: koulupsykologi
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: kriitikko
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: kriitikko
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: laatuasiantuntija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: laatuasiantuntija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: maatalousasiantuntija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: maatalousasiantuntija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: maatalousinsinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: maatalousinsinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: markkinointipaallikko
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: markkinointipaallikko
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: matkailuneuvoja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: matkailuneuvoja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: mediasuunnittelija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: mediasuunnittelija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: merenkulun-insinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: merenkulun-insinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: merikapteeni
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: merikapteeni
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: metsainsinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: metsainsinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: metsatalousasiantuntija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: metsatalousasiantuntija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: museoasiantuntija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: museoasiantuntija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: projektipaallikko
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: projektipaallikko
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: rakennusarkkitehti
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: rakennusarkkitehti
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: ravintolapaallikko
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: ravintolapaallikko
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: sahkotekniikan-insinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: sahkotekniikan-insinoori
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: sosiaaliohjaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: sosiaaliohjaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: sosiaalitutkija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: sosiaalitutkija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: sosiaalityontekija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: sosiaalityontekija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: tilitoimiston-johtaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: tilitoimiston-johtaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: tutkija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: tutkija
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: uutistoimittaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: uutistoimittaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced impact for: valmentaja
[2025-11-13T23:02:01.317Z] [INFO] Enhanced employers for: valmentaja
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: visuaalinen-suunnittelija
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: visuaalinen-suunnittelija
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: ymparistonsuojelun-asiantuntija
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: ymparistonsuojelun-asiantuntija
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: ymparistoteknikko
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: ymparistoteknikko
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: product-manager
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: product-manager
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: scrum-master
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: scrum-master
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: devops-engineer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: devops-engineer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: data-analyst
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: data-analyst
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: ux-researcher
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: ux-researcher
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: growth-hacker
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: growth-hacker
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: customer-success-manager
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: customer-success-manager
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: frontend-developer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: frontend-developer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: backend-developer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: backend-developer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: qa-engineer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: qa-engineer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: technical-writer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: technical-writer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced impact for: site-reliability-engineer
[2025-11-13T23:02:01.318Z] [INFO] Enhanced employers for: site-reliability-engineer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: solutions-architect
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: solutions-architect
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: platform-engineer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: platform-engineer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: api-developer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: api-developer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: content-strategist
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: content-strategist
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: social-media-manager
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: social-media-manager
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: podcast-producer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: podcast-producer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: video-editor
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: video-editor
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: community-manager
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: community-manager
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: brand-designer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced employers for: brand-designer
[2025-11-13T23:02:01.319Z] [INFO] Enhanced impact for: copywriter
[2025-11-13T23:02:01.320Z] [INFO] Enhanced employers for: copywriter
[2025-11-13T23:02:01.320Z] [INFO] Enhanced impact for: motion-graphics-designer
[2025-11-13T23:02:01.320Z] [INFO] Enhanced employers for: motion-graphics-designer
[2025-11-13T23:02:01.320Z] [INFO] Enhanced impact for: ui-ux-designer
[2025-11-13T23:02:01.320Z] [INFO] Enhanced employers for: ui-ux-designer
[2025-11-13T23:02:01.320Z] [INFO] Enhanced impact for: content-creator
[2025-11-13T23:02:01.320Z] [INFO] Enhanced employers for: content-creator
[2025-11-13T23:02:01.320Z] [INFO] Enhanced impact for: influencer-marketing-specialist
[2025-11-13T23:02:01.320Z] [INFO] Enhanced employers for: influencer-marketing-specialist
[2025-11-13T23:02:01.320Z] [INFO] Enhanced impact for: digital-content-producer
[2025-11-13T23:02:01.320Z] [INFO] Enhanced employers for: digital-content-producer
[2025-11-13T23:02:01.320Z] [INFO] Enhanced impact for: management-consultant
[2025-11-13T23:02:01.320Z] [INFO] Enhanced employers for: management-consultant
[2025-11-13T23:02:01.320Z] [INFO] Enhanced impact for: business-analyst
[2025-11-13T23:02:01.320Z] [INFO] Enhanced employers for: business-analyst
[2025-11-13T23:02:01.320Z] [INFO] Enhanced impact for: strategy-consultant
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: strategy-consultant
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: sales-development-representative
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: sales-development-representative
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: account-executive
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: account-executive
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: operations-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: operations-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: business-development-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: business-development-manager
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: project-coordinator
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: project-coordinator
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: digital-transformation-consultant
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: digital-transformation-consultant
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: change-management-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: change-management-specialist
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: mental-health-counselor
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: mental-health-counselor
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: wellness-coach
[2025-11-13T23:02:01.321Z] [INFO] Enhanced employers for: wellness-coach
[2025-11-13T23:02:01.321Z] [INFO] Enhanced impact for: occupational-health-specialist
